census_t_1,quarter,year.x,total,econ_crime,violent_crime,drug_crime,no_units,pop,crime_rate,stock_units,adj_population,crime_rate_adj
17031010600,4,2010,70,55,5,10,0,7178,9.75202006129841,0,7178,9.75202006129841
17031010700,1,1999,158,91,17,43,0,8826,17.9016542034897,0,8826,17.9016542034897
17031010700,2,1999,149,82,21,42,0,8826,16.8819397235441,0,8826,16.8819397235441
17031010700,3,1999,170,106,21,43,0,8826,19.2612735100838,0,8826,19.2612735100838
17031010700,4,1999,145,106,11,19,0,8826,16.4287332880127,0,8826,16.4287332880127
17031010700,1,2000,158,99,15,41,0,8826,17.9016542034897,0,8826,17.9016542034897
17031010700,2,2000,135,103,13,18,0,8826,15.2957171991842,0,8826,15.2957171991842
17031010700,3,2000,157,102,20,29,0,8826,17.7883525946068,0,8826,17.7883525946068
17031010700,4,2000,141,101,13,25,0,8826,15.9755268524813,0,8826,15.9755268524813
17031010700,1,2001,109,76,11,22,0,8826,12.3498753682302,0,8826,12.3498753682302
17031010700,2,2001,109,78,12,17,0,8826,12.3498753682302,0,8826,12.3498753682302
17031010700,3,2001,122,96,11,15,0,8826,13.8227962837072,0,8826,13.8227962837072
17031010700,4,2001,118,80,14,24,0,8826,13.3695898481758,0,8826,13.3695898481758
17031010700,1,2002,98,69,9,20,0,8826,11.1035576705189,0,8826,11.1035576705189
17031010700,2,2002,123,90,7,26,0,8826,13.9360978925901,0,8826,13.9360978925901
17031010700,3,2002,165,108,19,33,0,8826,18.6947654656696,0,8826,18.6947654656696
17031010700,4,2002,129,100,12,17,0,8826,14.6159075458872,0,8826,14.6159075458872
17031010700,1,2003,90,60,9,21,0,8826,10.1971447994562,0,8826,10.1971447994562
17031010700,2,2003,114,85,10,19,0,8826,12.9163834126445,0,8826,12.9163834126445
17031010700,3,2003,102,77,15,10,0,8826,11.5567641060503,0,8826,11.5567641060503
17031010700,4,2003,88,76,2,10,0,8826,9.97054158169046,0,8826,9.97054158169046
17031010700,1,2004,118,86,10,22,0,8826,13.3695898481758,0,8826,13.3695898481758
17031010700,2,2004,94,72,9,13,0,8826,10.6503512349875,0,8826,10.6503512349875
